0,0,393
100,0,263
200,0,239
301,0,217
401,0,197
501,0,177
602,0,367
702,1023,425
802,1023,478
903,1023,525
1003,1023,568
1103,1023,611
1204,1023,650
1305,1023,684
1405,1023,716
1506,1023,745
1606,1023,771
1707,1023,794
1807,1023,816
1907,0,677
2008,0,609
2108,0,549
2209,0,496
2310,0,448
2410,0,405
2510,0,366
2611,0,330
2711,0,298
2811,0,269
2912,0,242
3012,0,218
3113,0,197
3214,0,175
3314,0,378
3415,0,438
3515,1023,493
3615,1023,542
3716,1023,588
3816,1023,628
3916,1023,666
4018,1023,699
4118,1023,729
4218,1023,757
4319,1023,781
4419,1023,804
4519,1023,824
4620,1023,644
4720,0,581
4820,0,524
4922,0,474
5022,0,428
5123,0,386
5223,0,349
5323,0,315
5424,0,284
5524,0,256
5624,0,231
5725,0,209
5826,0,189
5926,0,343
6027,0,408
6127,0,465
6227,0,517
6328,1023,564
6428,1023,607
6529,1023,646
6630,1023,682
6730,1023,714
6831,1023,743
6931,1023,769
7031,1023,793
7132,1023,814
7232,1023,681
7332,1023,612
7433,1023,552
7534,0,499
7634,0,451
7735,0,407
7835,0,368
7936,0,332
8036,0,300
8136,0,271
8237,0,244
8337,0,220
8438,0,199
8539,0,176
8639,0,374
8739,0,436
8840,0,490
8940,0,540
9040,0,585
9141,1023,626
9241,1023,664
9342,1023,697
9443,1023,727
9543,1023,755
9644,1023,780
9744,1023,802
9844,1023,823
9945,1023,648
10045,1023,584
10145,1023,523
10247,1023,469
10347,0,421
10447,0,378
10548,0,339
10648,0,304
10748,0,272
10850,0,244
10950,0,219
11051,0,196
11151,0,319
11251,0,391
11352,0,455
11452,0,512
11553,0,563
11654,0,608
11754,0,650
11854,1023,686
11955,1023,720
12055,1023,750
12156,1023,777
12257,1023,802
12357,1023,823
12457,1023,639
12558,1023,573
12658,1023,514
12759,1023,461
12860,1023,413
12960,0,370
13061,0,332
13161,0,298
13261,0,267
13362,0,239
13463,0,214
13563,0,192
13664,0,337
13764,0,404
13864,0,468
13965,0,524
14066,0,574
14167,0,619
14267,0,658
14367,0,694
14468,1023,726
14568,1023,756
14668,1023,782
14770,1023,806
14870,1023,827
14970,1023,627
15071,1023,562
15171,1023,504
15271,1023,453
15372,1023,406
15473,1023,364
15574,0,327
15674,0,293
15774,0,263
15875,0,236
15975,0,211
16076,0,190
16177,0,349
16277,0,416
16377,0,476
16478,0,531
16578,0,580
16679,0,624
16780,0,663
16880,0,699
16980,0,731
17081,1023,760
17181,1023,786
17282,1023,810
17383,1023,688
17483,1023,615
17584,1023,551
17684,1023,494
17784,1023,443
17885,1023,397
17986,1023,356
18086,1023,320
18187,0,287
18287,0,258
18387,0,232
18488,0,207
18588,0,186
18690,0,363
18790,0,429
18890,0,487
18991,0,540
19091,0,588
19191,0,631
19293,0,670
19393,0,705
19493,0,736
19594,0,764
19694,1023,790
19794,1023,813
19895,1023,671
19996,1023,601
20097,1023,539
20197,1023,484
20297,1023,435
20398,1023,390
20498,1023,350
20599,1023,314
20700,1023,282
20800,1023,253
20900,0,227
21001,0,204
21101,0,183
21201,0,373
21303,0,437
21403,0,495
21504,0,547
21604,0,595
21704,0,637
